Utility_Number,Utility_Name,State_FIPS,State_Name,NERC_Region_Code,NERC_Region_Long_Name,NERC_Region_Short_Name
13407,"Nevada Power Co",32000,Nevada,8,Western Electricity Coordinating Council,WECC
13412,"City of New Albany - (MS)",28000,Mississippi,6,Southeastern Electric Reliability Council,SERC
13416,"City of New Bern - (NC)",37000,North Carolina,6,Southeastern Electric Reliability Council,SERC
13418,"City of New Braunfels - (TX)",48000,Texas,9,Texas Reliability Entity,TRE
13424,"New Castle Municipal Serv Comm",10000,Delaware,5,Reliability First Corporation,RFC
13433,"New England Power Company",36000,New York,4,Northeast Power Coordinating Council,NPCC
13437,"City of Newbern",47000,Tennessee,6,Southeastern Electric Reliability Council,SERC
13438,"Village of New Glarus - (WI)",55000,Wisconsin,11,Midcontinent Independent System Operator,MISO
13441,"New Hampshire Elec Coop Inc",33000,New Hampshire,4,Northeast Power Coordinating Council,NPCC
13444,"City of New Hampton - (IA)",19000,Iowa,3,Midwest Reliability Organization,MRO
13448,"City of New Holstein - (WI)",55000,Wisconsin,11,Midcontinent Independent System Operator,MISO
13467,"New London Electric&Water Util",55000,Wisconsin,11,Midcontinent Independent System Operator,MISO
13478,"Entergy New Orleans, LLC",22000,Louisiana,6,Southeastern Electric Reliability Council,SERC
13480,"New Prague Utilities Comm",27000,Minnesota,3,Midwest Reliability Organization,MRO
13481,"City of New Richmond",55000,Wisconsin,11,Midcontinent Independent System Operator,MISO
13482,"New River Light & Power Co",37000,North Carolina,6,Southeastern Electric Reliability Council,SERC
13485,"New Smyrna Beach City of",12000,Florida,12,Florida Reliability Coordinating Council,FRCC
13488,"New Ulm Public Utilities Comm",27000,Minnesota,3,Midwest Reliability Organization,MRO
13511,"New York State Elec & Gas Corp",36000,New York,4,Northeast Power Coordinating Council,NPCC
13519,"City of Newark - (DE)",10000,Delaware,5,Reliability First Corporation,RFC
13520,"New-Mac Electric Coop, Inc",29000,Missouri,6,Southeastern Electric Reliability Council,SERC
13523,"City of Newberry - (SC)",45000,South Carolina,6,Southeastern Electric Reliability Council,SERC
13524,"Newberry Electric Coop, Inc",45000,South Carolina,6,Southeastern Electric Reliability Council,SERC
13539,"New York Mun Power Agency",36000,New York,4,Northeast Power Coordinating Council,NPCC
13547,"Newnan Wtr, Sewer & Light Comm",13000,Georgia,6,Southeastern Electric Reliability Council,SERC
13550,"City of Newport",47000,Tennessee,6,Southeastern Electric Reliability Council,SERC
13561,"City of Newton - (NC)",37000,North Carolina,6,Southeastern Electric Reliability Council,SERC
13570,"Ninnescah Rural E C A Inc",20000,Kansas,7,Southwest Power Pool,SPP
13573,"Niagara Mohawk Power Corp.",36000,New York,4,Northeast Power Coordinating Council,NPCC
13577,"City of Nicholasville - (KY)",21000,Kentucky,5,Reliability First Corporation,RFC
13602,"City of Niles - (OH)",39000,Ohio,5,Reliability First Corporation,RFC
13604,"City of Niles - (MI)",26000,Michigan,5,Reliability First Corporation,RFC
13610,"Niobrara Valley El Member Corp",31000,Nebraska,3,Midwest Reliability Organization,MRO
13630,"North Carolina Mun Power Agny #1",37000,North Carolina,6,Southeastern Electric Reliability Council,SERC
13640,"Northern Virginia Elec Coop",51000,Virginia,6,Southeastern Electric Reliability Council,SERC
13642,"Nome Joint Utility Systems",2000,Alaska,1,Alaska,AK
13646,"City of Norcross- (GA)",13000,Georgia,6,Southeastern Electric Reliability Council,SERC
13647,"Noble County R E M C",18000,Indiana,5,Reliability First Corporation,RFC
13651,"Nolin Rural Electric Coop Corp",21000,Kentucky,5,Reliability First Corporation,RFC
13664,"Norris Public Power District",31000,Nebraska,3,Midwest Reliability Organization,MRO
13669,"North Alabama Electric Coop",1000,Alabama,6,Southeastern Electric Reliability Council,SERC
13670,"Northeast Texas Elec Coop, Inc",48000,Texas,7,Southwest Power Pool,SPP
13675,"Nishnabotna Valley R E C",19000,Iowa,3,Midwest Reliability Organization,MRO
13676,"North Arkansas Elec Coop, Inc",5000,Arkansas,7,Southwest Power Pool,SPP
13679,"Town of North Attleborough - (MA)",25000,Massachusetts,4,Northeast Power Coordinating Council,NPCC
13683,"North Carolina El Member Corp",37000,North Carolina,6,Southeastern Electric Reliability Council,SERC
13684,"Nobles Cooperative Electric",27000,Minnesota,3,Midwest Reliability Organization,MRO
13687,"North Carolina Eastern M P A",37000,North Carolina,6,Southeastern Electric Reliability Council,SERC
13690,"North Central MO Elec Coop Inc",29000,Missouri,6,Southeastern Electric Reliability Council,SERC
13693,"North Central Elec Coop, Inc",39000,Ohio,5,Reliability First Corporation,RFC
13694,"North Central Elec Coop, Inc",38000,North Dakota,7,Southwest Power Pool,SPP
13697,"North Central Power Co Inc",55000,Wisconsin,3,Midwest Reliability Organization,MRO
13698,"North Central Public Pwr Dist",31000,Nebraska,3,Midwest Reliability Organization,MRO
13700,"North Itasca Electric Coop Inc",27000,Minnesota,3,Midwest Reliability Organization,MRO
13704,"North Western Elec Coop, Inc",39000,Ohio,5,Reliability First Corporation,RFC
13716,"North Georgia Elec Member Corp",13000,Georgia,6,Southeastern Electric Reliability Council,SERC
13718,"City of North Little Rock - (AR)",5000,Arkansas,6,Southeastern Electric Reliability Council,SERC
13725,"City of North Platte",31000,Nebraska,3,Midwest Reliability Organization,MRO
13726,"North Shore Towers Apts Inc",36000,New York,-9999,Missing,Missing
13730,"City of North St Paul - (MN)",27000,Minnesota,3,Midwest Reliability Organization,MRO
13731,"North Star Electric Coop, Inc",27000,Minnesota,3,Midwest Reliability Organization,MRO
13734,"Northeast Oklahoma Electric Coop, Inc",40000,Oklahoma,7,Southwest Power Pool,SPP
13735,"Northcentral Mississippi E P A",28000,Mississippi,6,Southeastern Electric Reliability Council,SERC
13738,"Northeast Missouri El Pwr Coop",29000,Missouri,6,Southeastern Electric Reliability Council,SERC
13739,"Northeast Power",31000,Nebraska,3,Midwest Reliability Organization,MRO
13750,"Northern Electric Coop, Inc",46000,South Dakota,3,Midwest Reliability Organization,MRO
13756,"Northern Indiana Pub Serv Co",18000,Indiana,5,Reliability First Corporation,RFC
13757,"North Plains Electric Coop Inc",48000,Texas,7,Southwest Power Pool,SPP
13758,"Northern Lights, Inc",16000,Idaho,8,Western Electricity Coordinating Council,WECC
13762,"Northern Neck Elec Coop, Inc",51000,Virginia,6,Southeastern Electric Reliability Council,SERC
13780,"Northern States Power Co - Wisconsin",27000,Minnesota,3,Midwest Reliability Organization,MRO
13781,"Northern States Power Co - Minnesota",27000,Minnesota,3,Midwest Reliability Organization,MRO
13783,"Northeast Louisiana Power Coop Inc.",22000,Louisiana,6,Southeastern Electric Reliability Council,SERC
13788,"Northern Wasco County PUD",41000,Oregon,8,Western Electricity Coordinating Council,WECC
13789,"Village of Northfield - (VT)",50000,Vermont,4,Northeast Power Coordinating Council,NPCC
13798,"Northwest Iowa Power Coop",19000,Iowa,3,Midwest Reliability Organization,MRO
13799,"Prairie Land Electric Coop Inc",20000,Kansas,7,Southwest Power Pool,SPP
13805,"Northwest Rural Pub Pwr Dist",31000,Nebraska,8,Western Electricity Coordinating Council,WECC
13807,"Northwestern Electric Coop Inc - (OK)",40000,Oklahoma,7,Southwest Power Pool,SPP
13809,"NorthWestern Energy - (SD)",46000,South Dakota,3,Midwest Reliability Organization,MRO
13815,"Northwestern Wisconsin Elec Co",55000,Wisconsin,3,Midwest Reliability Organization,MRO
13825,"Norwalk Third Taxing District",9000,Connecticut,4,Northeast Power Coordinating Council,NPCC
13826,"City of Norway",26000,Michigan,11,Midcontinent Independent System Operator,MISO
13830,"Nueces Electric Coop, Inc",48000,Texas,9,Texas Reliability Entity,TRE
13831,"City of Norwich - (CT)",9000,Connecticut,4,Northeast Power Coordinating Council,NPCC
13838,"Northfork Electric Coop, Inc",40000,Oklahoma,7,Southwest Power Pool,SPP
13839,"City of Norwood - (MA)",25000,Massachusetts,4,Northeast Power Coordinating Council,NPCC
13853,"Oahe Electric Coop Inc",46000,South Dakota,7,Southwest Power Pool,SPP
13933,"City of Oak Ridge",47000,Tennessee,6,Southeastern Electric Reliability Council,SERC
13934,"Ocmulgee Electric Member Corp",13000,Georgia,6,Southeastern Electric Reliability Council,SERC
13935,"Oakdale&South San Joaquin Irrigation D.",6000,California,8,Western Electricity Coordinating Council,WECC
13936,"Oakdale Electric Coop",55000,Wisconsin,3,Midwest Reliability Organization,MRO
13949,"City of Oberlin - (OH)",39000,Ohio,5,Reliability First Corporation,RFC
13955,"City of Ocala",12000,Florida,12,Florida Reliability Coordinating Council,FRCC
13962,"Oconee Electric Member Corp",13000,Georgia,6,Southeastern Electric Reliability Council,SERC
13963,"Oconomowoc Utilities",55000,Wisconsin,11,Midcontinent Independent System Operator,MISO
13964,"Oconto Electric Cooperative",55000,Wisconsin,5,Reliability First Corporation,RFC
13965,"Oconto Falls Water & Light Comm",55000,Wisconsin,11,Midcontinent Independent System Operator,MISO
13994,"Oglethorpe Power Corporation",13000,Georgia,6,Southeastern Electric Reliability Council,SERC
13998,"Ohio Edison Co",39000,Ohio,5,Reliability First Corporation,RFC
14006,"Ohio Power Co",39000,Ohio,5,Reliability First Corporation,RFC
14012,"Ohop Mutual Light Company, Inc",53000,Washington,8,Western Electricity Coordinating Council,WECC
14015,"Ohio Valley Electric Corp",39000,Ohio,5,Reliability First Corporation,RFC
14055,"PUD No 1 of Okanogan County",53000,Washington,8,Western Electricity Coordinating Council,WECC
14062,"Oklahoma Electric Coop Inc",40000,Oklahoma,7,Southwest Power Pool,SPP
14063,"Oklahoma Gas & Electric Co",40000,Oklahoma,7,Southwest Power Pool,SPP
14074,"Okanogan County Elec Coop, Inc",53000,Washington,8,Western Electricity Coordinating Council,WECC
14077,"Oklahoma Municipal Power Authority",40000,Oklahoma,7,Southwest Power Pool,SPP
14078,"City of Okolona",28000,Mississippi,6,Southeastern Electric Reliability Council,SERC
14107,"City of Olivia - (MN)",27000,Minnesota,3,Midwest Reliability Organization,MRO
14109,"Oregon Trail El Cons Coop, Inc",41000,Oregon,8,Western Electricity Coordinating Council,WECC
14127,"Omaha Public Power District",31000,Nebraska,3,Midwest Reliability Organization,MRO
14132,"City of Onawa - (IA)",19000,Iowa,3,Midwest Reliability Organization,MRO
14146,"City of Opelika - (AL)",1000,Alabama,6,Southeastern Electric Reliability Council,SERC
14154,"Orange & Rockland Utils Inc",36000,New York,4,Northeast Power Coordinating Council,NPCC
14159,"City of Orange City - (IA)",19000,Iowa,3,Midwest Reliability Organization,MRO
14160,"Orange County Rural E M C",18000,Indiana,5,Reliability First Corporation,RFC
14164,"City of Orangeburg - (SC)",45000,South Carolina,6,Southeastern Electric Reliability Council,SERC
14170,"Orcas Power & Light Coop",53000,Washington,8,Western Electricity Coordinating Council,WECC
14172,"City of Ord - (NE)",31000,Nebraska,3,Midwest Reliability Organization,MRO
14175,"Tri-County Electric Coop, Inc",45000,South Carolina,6,Southeastern Electric Reliability Council,SERC
14178,"P K M Electric Coop, Inc",27000,Minnesota,3,Midwest Reliability Organization,MRO
14191,"South Feather Water and Power Agency",6000,California,8,Western Electricity Coordinating Council,WECC
14192,"Osage Valley Elec Coop Assn",29000,Missouri,6,Southeastern Electric Reliability Council,SERC
14194,"City of Orrville - (OH)",39000,Ohio,5,Reliability First Corporation,RFC
14199,"City of Osage City - (KS)",20000,Kansas,7,Southwest Power Pool,SPP
14201,"City of Osage - (IA)",19000,Iowa,3,Midwest Reliability Organization,MRO
14202,"Osceola Electric Coop, Inc",19000,Iowa,7,Southwest Power Pool,SPP
14203,"City of Osawatomie - (KS)",20000,Kansas,7,Southwest Power Pool,SPP
14216,"City of Osceola - (AR)",5000,Arkansas,6,Southeastern Electric Reliability Council,SERC
14224,"Otero County Electric Coop Inc",35000,New Mexico,8,Western Electricity Coordinating Council,WECC
14229,"City of Ottawa - (KS)",20000,Kansas,7,Southwest Power Pool,SPP
14232,"Otter Tail Power Co",27000,Minnesota,3,Midwest Reliability Organization,MRO
14238,"Ouachita Electric Coop Corp",5000,Arkansas,6,Southeastern Electric Reliability Council,SERC
14245,"Overton Power District No 5",32000,Nevada,8,Western Electricity Coordinating Council,WECC
14246,"City of Owatonna - (MN)",27000,Minnesota,3,Midwest Reliability Organization,MRO
14251,"Owen Electric Coop Inc",21000,Kentucky,-9999,Missing,Missing
14268,"City of Owensboro - (KY)",21000,Kentucky,6,Southeastern Electric Reliability Council,SERC
14275,"City of Oxford - (MS)",28000,Mississippi,6,Southeastern Electric Reliability Council,SERC
14285,"Ozark Border Electric Coop",29000,Missouri,6,Southeastern Electric Reliability Council,SERC
14288,"Ozark Electric Coop Inc - (MO)",29000,Missouri,6,Southeastern Electric Reliability Council,SERC
14289,"Ozarks Electric Coop Corp - (AR)",5000,Arkansas,7,Southwest Power Pool,SPP
14323,"Pacific Northwest Generating Coop",41000,Oregon,8,Western Electricity Coordinating Council,WECC
14324,"PUD No 2 of Pacific County",53000,Washington,8,Western Electricity Coordinating Council,WECC
14328,"Pacific Gas & Electric Co.",6000,California,8,Western Electricity Coordinating Council,WECC
14349,"Avangrid Renewables",41000,Oregon,8,Western Electricity Coordinating Council,WECC
14354,"PacifiCorp",41000,Oregon,8,Western Electricity Coordinating Council,WECC
14371,"City of Paducah - (KY)",21000,Kentucky,6,Southeastern Electric Reliability Council,SERC
14373,"Page Utility Enterprises",4000,Arizona,8,Western Electricity Coordinating Council,WECC
14381,"City of Painesville",39000,Ohio,5,Reliability First Corporation,RFC
14398,"Palmetto Electric Coop Inc",45000,South Carolina,6,Southeastern Electric Reliability Council,SERC
14401,"City of Palo Alto - (CA)",6000,California,8,Western Electricity Coordinating Council,WECC
14424,"Panola-Harrison Elec Coop, Inc",48000,Texas,7,Southwest Power Pool,SPP
14426,"Panhandle Rural El Member Assn",31000,Nebraska,8,Western Electricity Coordinating Council,WECC
14446,"Paragould Light & Water Comm",5000,Arkansas,7,Southwest Power Pool,SPP
14455,"City of Paris - (TN)",47000,Tennessee,6,Southeastern Electric Reliability Council,SERC
14468,"People's Cooperative Services",27000,Minnesota,3,Midwest Reliability Organization,MRO
14471,"Parke County Rural E M C",18000,Indiana,5,Reliability First Corporation,RFC
14500,"Park Electric Coop Inc",30000,Montana,8,Western Electricity Coordinating Council,WECC
14505,"Parkland Light & Water Company",53000,Washington,8,Western Electricity Coordinating Council,WECC
14534,"City of Pasadena - (CA)",6000,California,8,Western Electricity Coordinating Council,WECC
14537,"Pascoag Utility District",44000,Rhode Island,4,Northeast Power Coordinating Council,NPCC
14557,"Pee Dee Electric Coop, Inc",45000,South Carolina,6,Southeastern Electric Reliability Council,SERC
14563,"Pearl River Valley El Pwr Assn",28000,Mississippi,6,Southeastern Electric Reliability Council,SERC
14582,"City of Pawhuska - (OK)",40000,Oklahoma,7,Southwest Power Pool,SPP
14599,"Paulding-Putman Elec Coop, Inc",39000,Ohio,5,Reliability First Corporation,RFC
14600,"Payson City Corporation",49000,Utah,8,Western Electricity Coordinating Council,WECC
14602,"Pea River Electric Coop",1000,Alabama,6,Southeastern Electric Reliability Council,SERC
14605,"City of Peabody - (MA)",25000,Massachusetts,4,Northeast Power Coordinating Council,NPCC
14606,"Peace River Electric Coop, Inc",12000,Florida,12,Florida Reliability Coordinating Council,FRCC
14610,"Orlando Utilities Comm",12000,Florida,12,Florida Reliability Coordinating Council,FRCC
14624,"PUD No 2 of Grant County",53000,Washington,8,Western Electricity Coordinating Council,WECC
14626,"Pedernales Electric Coop, Inc",48000,Texas,9,Texas Reliability Entity,TRE
14645,"City of Pella - (IA)",19000,Iowa,3,Midwest Reliability Organization,MRO
14649,"Planters Electric Member Corp",13000,Georgia,6,Southeastern Electric Reliability Council,SERC
14653,"PUD No 1 of Pend Oreille County",53000,Washington,8,Western Electricity Coordinating Council,WECC
14668,"Peninsula Light Company",53000,Washington,8,Western Electricity Coordinating Council,WECC
14711,"Pennsylvania Electric Co",39000,Ohio,5,Reliability First Corporation,RFC
14712,"Pemiscot-Dunklin Elec Coop Inc",29000,Missouri,6,Southeastern Electric Reliability Council,SERC
14715,"PPL Electric Utilities Corp",42000,Pennsylvania,5,Reliability First Corporation,RFC
14716,"Pennsylvania Power Co",39000,Ohio,5,Reliability First Corporation,RFC
14717,"Pee Dee Electric Member Corp",37000,North Carolina,6,Southeastern Electric Reliability Council,SERC
14724,"Pennyrile Rural Electric Coop",21000,Kentucky,6,Southeastern Electric Reliability Council,SERC
14775,"People's Electric Cooperative",40000,Oklahoma,7,Southwest Power Pool,SPP
14839,"City of Peru - (IN)",18000,Indiana,5,Reliability First Corporation,RFC
14840,"City of Peru - (IL)",17000,Illinois,5,Reliability First Corporation,RFC
14856,"Petersburg Borough - (AK)",2000,Alaska,1,Alaska,AK
14857,"Pitt & Greene Elec Member Corp",37000,North Carolina,6,Southeastern Electric Reliability Council,SERC
14864,"Petit Jean Electric Coop Corp",5000,Arkansas,6,Southeastern Electric Reliability Council,SERC
14867,"City of Petoskey - (MI)",26000,Michigan,5,Reliability First Corporation,RFC
14940,"PECO Energy Co",42000,Pennsylvania,5,Reliability First Corporation,RFC
14947,"City of Philadelphia - (MS)",28000,Mississippi,6,Southeastern Electric Reliability Council,SERC
14999,"Pilot Power Group Inc",6000,California,8,Western Electricity Coordinating Council,WECC
15016,"Pickwick Electric Coop",47000,Tennessee,6,Southeastern Electric Reliability Council,SERC
15023,"Piedmont Electric Member Corp",37000,North Carolina,6,Southeastern Electric Reliability Council,SERC
15028,"Piedmont Municipal Power Agny",45000,South Carolina,6,Southeastern Electric Reliability Council,SERC
15034,"Pierce-Pepin Coop Services",55000,Wisconsin,3,Midwest Reliability Organization,MRO
15039,"City of Pierce - (NE)",31000,Nebraska,3,Midwest Reliability Organization,MRO
15040,"City of Pierre - (SD)",46000,South Dakota,3,Midwest Reliability Organization,MRO
15045,"Pike County Light & Power Co",36000,New York,4,Northeast Power Coordinating Council,NPCC
15048,"Electrical Dist No2 Pinal County",4000,Arizona,8,Western Electricity Coordinating Council,WECC
15049,"Electrical Dist No4 Pinal County",4000,Arizona,8,Western Electricity Coordinating Council,WECC
15054,"Pioneer Rural Elec Coop, Inc - (OH)",39000,Ohio,5,Reliability First Corporation,RFC
15062,"Town of Pineville - (NC)",37000,North Carolina,6,Southeastern Electric Reliability Council,SERC
15073,"Pioneer Electric Coop, Inc - (KS)",20000,Kansas,7,Southwest Power Pool,SPP
15086,"Pioneer Power and Light Co",55000,Wisconsin,5,Reliability First Corporation,RFC
15095,"City of Piqua - (OH)",39000,Ohio,5,Reliability First Corporation,RFC
15127,"Placer County Water Agency",6000,California,8,Western Electricity Coordinating Council,WECC
15138,"Platte-Clay Electric Coop, Inc",29000,Missouri,6,Southeastern Electric Reliability Council,SERC
15141,"Plateau Electric Cooperative",47000,Tennessee,6,Southeastern Electric Reliability Council,SERC
15143,"Platte River Power Authority",8000,Colorado,8,Western Electricity Coordinating Council,WECC
15145,"City of Plattsburgh - (NY)",36000,New York,4,Northeast Power Coordinating Council,NPCC
15159,"City of Plymouth - (WI)",55000,Wisconsin,11,Midcontinent Independent System Operator,MISO
15175,"Pointe Coupee Elec Member Corp",22000,Louisiana,6,Southeastern Electric Reliability Council,SERC
15188,"Polk County Rural Pub Pwr Dist",31000,Nebraska,3,Midwest Reliability Organization,MRO
15202,"City of Ponca City - (OK)",40000,Oklahoma,7,Southwest Power Pool,SPP
15211,"Pontotoc Electric Power Assn",28000,Mississippi,6,Southeastern Electric Reliability Council,SERC
15229,"City of Poplar Bluff - (MO)",29000,Missouri,7,Southwest Power Pool,SPP
15231,"City of Port Angeles - (WA)",53000,Washington,8,Western Electricity Coordinating Council,WECC
15248,"Portland General Electric Co",41000,Oregon,8,Western Electricity Coordinating Council,WECC
15257,"Poudre Valley REA, Inc",8000,Colorado,8,Western Electricity Coordinating Council,WECC
15263,"The Potomac Edison Co",42000,Pennsylvania,5,Reliability First Corporation,RFC
15270,"Potomac Electric Power Co",11000,District of Columbia,5,Reliability First Corporation,RFC
15291,"Prairie Energy Coop",19000,Iowa,3,Midwest Reliability Organization,MRO
15293,"Powell Valley Electric Coop",47000,Tennessee,6,Southeastern Electric Reliability Council,SERC
15296,"New York Power Authority",36000,New York,4,Northeast Power Coordinating Council,NPCC
15308,"Plumas-Sierra Rural Elec Coop",6000,California,8,Western Electricity Coordinating Council,WECC
15311,"Prague Public Works Authority",40000,Oklahoma,7,Southwest Power Pool,SPP
15312,"Village of Prairie Du Sac - (WI)",55000,Wisconsin,11,Midcontinent Independent System Operator,MISO
15321,"City of Pratt- (KS)",20000,Kansas,7,Southwest Power Pool,SPP
15334,"Prentiss County Elec Pwr Assn",28000,Mississippi,6,Southeastern Electric Reliability Council,SERC
15340,"Presque Isle Elec & Gas Coop",26000,Michigan,5,Reliability First Corporation,RFC
15344,"Polk-Burnett Electric Coop",55000,Wisconsin,3,Midwest Reliability Organization,MRO
15349,"City of Preston",19000,Iowa,11,Midcontinent Independent System Operator,MISO
15356,"Price Electric Coop Inc",55000,Wisconsin,3,Midwest Reliability Organization,MRO
15386,"City of Princeton - (KY)",21000,Kentucky,6,Southeastern Electric Reliability Council,SERC
15387,"Princeton Public Utils Comm",27000,Minnesota,3,Midwest Reliability Organization,MRO
15388,"City of Princeton - (IL)",17000,Illinois,6,Southeastern Electric Reliability Council,SERC
15410,"Prince George Electric Coop",51000,Virginia,6,Southeastern Electric Reliability Council,SERC
15419,"PUD No 3 of Mason County",53000,Washington,8,Western Electricity Coordinating Council,WECC
15444,"Provo City Corp",49000,Utah,8,Western Electricity Coordinating Council,WECC
15462,"City of Pryor - (OK)",40000,Oklahoma,7,Southwest Power Pool,SPP
15466,"Public Service Co of Colorado",8000,Colorado,8,Western Electricity Coordinating Council,WECC
15470,"Duke Energy Indiana, LLC",18000,Indiana,5,Reliability First Corporation,RFC
15472,"Public Service Co of NH",33000,New Hampshire,4,Northeast Power Coordinating Council,NPCC
15473,"Public Service Co of NM",35000,New Mexico,8,Western Electricity Coordinating Council,WECC
15474,"Public Service Co of Oklahoma",40000,Oklahoma,7,Southwest Power Pool,SPP
15477,"Public Service Elec & Gas Co",34000,New Jersey,5,Reliability First Corporation,RFC
15500,"Puget Sound Energy Inc",53000,Washington,8,Western Electricity Coordinating Council,WECC
15507,"City of Pulaski - (TN)",47000,Tennessee,6,Southeastern Electric Reliability Council,SERC
15541,"Borough of Quakertown - (PA)",42000,Pennsylvania,5,Reliability First Corporation,RFC
15566,"City of Quincy - (FL)",12000,Florida,12,Florida Reliability Coordinating Council,FRCC
15619,"City of Radford - (VA)",51000,Virginia,5,Reliability First Corporation,RFC
15621,"Radiant Electric Coop, Inc",20000,Kansas,7,Southwest Power Pool,SPP
15671,"Randolph Electric Member Corp",37000,North Carolina,6,Southeastern Electric Reliability Council,SERC
15672,"Ralls County Electric Coop",29000,Missouri,6,Southeastern Electric Reliability Council,SERC
15686,"Village of Rantoul - (IL)",17000,Illinois,5,Reliability First Corporation,RFC
15700,"Rayle Electric Membership Corp",13000,Georgia,6,Southeastern Electric Reliability Council,SERC
15711,"Rainbow Energy Marketing Corp",38000,North Dakota,3,Midwest Reliability Organization,MRO
15746,"Red River Valley Rrl Elec Assn",40000,Oklahoma,7,Southwest Power Pool,SPP
15748,"Town of Reading - (MA)",25000,Massachusetts,4,Northeast Power Coordinating Council,NPCC
15750,"Redwood Electric Coop",27000,Minnesota,3,Midwest Reliability Organization,MRO
15776,"Reedy Creek Improvement Dist",12000,Florida,12,Florida Reliability Coordinating Council,FRCC
15783,"City of Redding - (CA)",6000,California,8,Western Electricity Coordinating Council,WECC
15787,"Redlands Water & Power Company",8000,Colorado,8,Western Electricity Coordinating Council,WECC
15793,"Redwood Falls Public Util Comm",27000,Minnesota,3,Midwest Reliability Organization,MRO
15804,"Reedsburg Utility Comm",55000,Wisconsin,11,Midcontinent Independent System Operator,MISO
15811,"Rich Mountain Elec Coop, Inc",5000,Arkansas,6,Southeastern Electric Reliability Council,SERC
15845,"Renville-Sibley Coop Pwr Assn",27000,Minnesota,3,Midwest Reliability Organization,MRO
15846,"City of Remsen - (IA)",19000,Iowa,3,Midwest Reliability Organization,MRO
15847,"Reliant Energy Retail Services LLC",48000,Texas,9,Texas Reliability Entity,TRE
15860,"City of Rensselaer - (IN)",18000,Indiana,5,Reliability First Corporation,RFC
15938,"Rice Lake Utilities",55000,Wisconsin,3,Midwest Reliability Organization,MRO
15978,"City of Richland Center - (WI)",55000,Wisconsin,11,Midcontinent Independent System Operator,MISO
15979,"City of Richland - (WA)",53000,Washington,8,Western Electricity Coordinating Council,WECC
15989,"City of Richmond - (IN)",18000,Indiana,5,Reliability First Corporation,RFC
16057,"Rio Grande Electric Coop, Inc",48000,Texas,9,Texas Reliability Entity,TRE
16060,"Riverland Energy Cooperative",55000,Wisconsin,3,Midwest Reliability Organization,MRO
16063,"Rita Blanca Electric Coop, Inc",48000,Texas,7,Southwest Power Pool,SPP
16082,"City of River Falls",55000,Wisconsin,11,Midcontinent Independent System Operator,MISO
16088,"City of Riverside - (CA)",6000,California,8,Western Electricity Coordinating Council,WECC
16101,"Roanoke Electric Member Corp",37000,North Carolina,6,Southeastern Electric Reliability Council,SERC
16146,"Navasota Valley Elec Coop, Inc",48000,Texas,9,Texas Reliability Entity,TRE
16164,"Roosevelt Public Power Dist",31000,Nebraska,8,Western Electricity Coordinating Council,WECC
16177,"Robison Energy, LLC",36000,New York,4,Northeast Power Coordinating Council,NY
16179,"Rochelle Municipal Utilities",17000,Illinois,5,Reliability First Corporation,RFC
16181,"Rochester Public Utilities",27000,Minnesota,3,Midwest Reliability Organization,MRO
16183,"Rochester Gas & Electric Corp",36000,New York,4,Northeast Power Coordinating Council,NPCC
16195,"City of Rock Hill - (SC)",45000,South Carolina,6,Southeastern Electric Reliability Council,SERC
16196,"Rock Energy Cooperative",55000,Wisconsin,3,Midwest Reliability Organization,MRO
16206,"Rock Rapids Municipal Utility",19000,Iowa,3,Midwest Reliability Organization,MRO
16213,"Rockland Electric Co",36000,New York,4,Northeast Power Coordinating Council,NPCC
16217,"Village of Rockville Centre - (NY)",36000,New York,4,Northeast Power Coordinating Council,NPCC
16223,"City of Rockwood - (TN)",47000,Tennessee,6,Southeastern Electric Reliability Council,SERC
16226,"City of Rocky Mount - (NC)",37000,North Carolina,6,Southeastern Electric Reliability Council,SERC
16259,"City of Rolla - (MO)",29000,Missouri,6,Southeastern Electric Reliability Council,SERC
16267,"Rolling Hills Electric Coop",20000,Kansas,7,Southwest Power Pool,SPP
16284,"Roseau Electric Coop, Inc",27000,Minnesota,3,Midwest Reliability Organization,MRO
16286,"Rosebud Electric Coop Inc",46000,South Dakota,3,Midwest Reliability Organization,MRO
16295,"City of Roseville - (CA)",6000,California,8,Western Electricity Coordinating Council,WECC
16325,"Village of Rouses Point - (NY)",36000,New York,4,Northeast Power Coordinating Council,NPCC
16368,"Runestone Electric Assn",27000,Minnesota,3,Midwest Reliability Organization,MRO
16382,"Rural Electric Coop, Inc",40000,Oklahoma,7,Southwest Power Pool,SPP
16416,"City of Rupert - (ID)",16000,Idaho,8,Western Electricity Coordinating Council,WECC
16420,"Rural Electric Conven Coop",17000,Illinois,5,Reliability First Corporation,RFC
16440,"City of Russell - (KS)",20000,Kansas,7,Southwest Power Pool,SPP
16443,"Rushmore Electric Pwr Coop Inc",46000,South Dakota,3,Midwest Reliability Organization,MRO
16458,"City of Russellville - (AL)",1000,Alabama,6,Southeastern Electric Reliability Council,SERC
16459,"City of Russellville - (KY)",21000,Kentucky,6,Southeastern Electric Reliability Council,SERC
16461,"Rusk County Electric Coop, Inc",48000,Texas,7,Southwest Power Pool,SPP
16463,"City of Ruston - (LA)",22000,Louisiana,6,Southeastern Electric Reliability Council,SERC
16496,"Rutherford Elec Member Corp",37000,North Carolina,6,Southeastern Electric Reliability Council,SERC
